20201002 03:00,20200930,7,83319,27883000,0,0,0,50566,0,0
20201003 03:00,20200930,12,185055,61953000,0,0,0,130705,0,1
20201006 03:00,20200930,23,342285,114606000,0,0,0,219995,595,1
20201007 03:00,20200930,48,2799209,937407041,0,700,0,1216812,595,1
20201008 03:00,20200331,2455,745478677,175509591048,424659174,576382812,523144,515399393,69326981,1
20201008 03:00,20200630,2446,584341986,183639959549,369138221,542627960,313306,389643779,40614362,1
20201008 03:00,20200930,65,3333215,1116190041,0,700,0,1285424,2536,1
20201009 03:00,20200930,98,4531571,1517505310,0,800,0,2375391,5209,1
20201010 03:00,20200930,130,9091756,3044675310,1,1922,0,6254637,5376,1
20201014 03:00,20171231,2003,703727322,187718983509,320775258,641793785,829991,742821309,78880513,1
20201014 03:00,20180930,2031,768103910,190882152567,398525325,581978132,610967,634176622,99556009,1
20201014 03:00,20200331,2456,745478677,175509591048,424659174,576382812,523486,515399393,69326981,1
20201014 03:00,20200630,2447,584347013,183641602549,369138221,542627960,313306,389643779,40614362,1
20201014 03:00,20200930,211,11446011,3833638310,22101,26809,0,7476623,9716,1
20201015 03:00,20200930,264,12274438,4111035562,30601,30309,0,7950475,40950,1
20201016 03:00,20200930,305,13348859,4470888562,30601,30309,0,8553850,63154,1
20201017 03:00,20191231,2505,640052698,206785547550,298970465,474518407,411653,485823096,39737037,1
20201017 03:00,20200930,350,14181068,4750156562,575401,700509,0,8987206,63154,1
20201020 03:00,20200930,407,15311390,5128110562,13593308,7701054,0,9553807,65182,1
20201021 03:00,20200630,2448,584347786,183641840549,369138221,542627960,313306,389644552,40614362,1
20201021 03:00,20200930,455,17108431,5730078562,13722708,7831354,0,10440965,65182,1
20201022 03:00,20200930,504,18287139,6050883782,13722708,8290954,0,11315731,66782,1
20201023 03:00,20200930,547,20481207,6774629411,13722708,8290954,0,12783684,66782,1
20201024 03:00,20181231,2278,791620859,170490913351,359424966,6695261836,643965,506324660,85496398,1
20201024 03:00,20191231,2506,640053673,206785861550,298970465,474518407,411653,485823096,39737037,1
20201024 03:00,20200331,2457,745479752,175509868048,424659174,576382812,523486,515399393,69326981,1
20201024 03:00,20200930,613,22174619,7342248470,13922708,8316851,0,13603092,137677,1
20201027 03:00,20200930,686,28494551,9426203528,14806108,12284795,88694,17074888,143844,1
20201028 03:00,20200630,2449,584351217,183642898549,369138221,542627960,313306,389644552,40614362,1
20201028 03:00,20200930,752,35984200,11934460528,15000208,12358995,88694,23763898,144264,1
20201029 03:00,20200930,807,39182698,13005878528,69398708,21102095,88694,26413531,236893,1
20201030 03:00,20200930,864,43353486,14402299528,69398708,26862695,111966,28963145,248807,1
20201031 03:00,20200930,927,52079658,17306259078,69670758,28293545,374715,30912598,6033690,1
20201103 03:00,20181231,2279,791624300,170491773351,359424966,6695261836,643965,506324660,85496398,1
20201103 03:00,20190331,2223,621746923,174690499090,287143357,477629432,418324,442734112,71841838,1
